locus_id	architecture_id	replicate	stratum	n_causal	n_credible_sets	cs_sizes_json	total_cs_snps	n_causal_captured	any_causal_captured	best_cs_size	causal_pip_max	causal_pip_mean	top_pip	mean_cs_purity	min_cs_purity	converged	error	min_p_EUR	min_p_AFR	min_p_AMR	min_p_EAS	min_p_CSA	min_p_MID	runtime_s
L0057	ncsl2_h2-0.001_rg1	5	high	2	1	[5]	5	1	True	5.0	0.515572	0.257786	0.515572	0.995833	0.995833	True		0.000119281	3.22643e-12	0.000109657	8.36125e-05	5.18853e-08	0.00474977	15.39
L0057	ncsl2_h2-0.001_rg1	6	high	2	1	[25]	25	1	True	25.0	0.103393	0.0516965	0.105833	0.992471	0.992471	True		1.0804e-06	3.42336e-14	0.000296708	0.00173674	4.28492e-09	0.000840445	18.94
L0057	ncsl2_h2-0.001_rg1	7	high	2	1	[6]	6	1	True	6.0	0.20929	0.104645	0.584255	0.962373	0.962373	True		2.3754e-11	2.675910000000001e-18	0.000708866	0.00751605	2.22814e-06	0.00129797	9.32
L0057	ncsl2_h2-0.001_rg1	8	high	2	2	[2, 10]	12	2	True	2.0	0.555738	0.5090645	0.555738	0.9672615	0.9362	True		3.38362e-06	2.84631e-10	0.000202858	0.00036976	3.59466e-08	0.000161784	15.54
L0057	ncsl2_h2-0.001_rg1	9	high	2	1	[8]	8	1	True	8.0	0.106118	0.053059	0.527634	0.982608	0.982608	True		9.66362e-05	7.82626e-18	2.90706e-06	0.00177589	5.03539e-08	9.77923e-07	22.16
L0057	ncsl2_h2-0.005_rg1	0	high	2	2	[1, 3]	4	2	True	1.0	0.97761	0.8417325	0.97761	0.9635385	0.927077	True		4.46502e-52	1.62905e-49	0.000198141	0.00265624	2.1347e-17	1.1508e-32	14.91
L0057	ncsl2_h2-0.005_rg1	1	high	2	1	[1]	1	1	True	1.0	0.999988	0.499994	0.999988	1.0	1.0	True		4.61325e-12	1.7590900000000001e-96	0.000107454	1.97906e-07	5.02453e-27	4.302480000000001e-18	17.91
L0057	ncsl2_h2-0.005_rg1	2	high	2	2	[1, 1]	2	2	True	1.0	1.0	1.0	1.0	1.0	1.0	True		9.786139999999999e-35	3.54288e-82	1.65247e-07	0.00109292	1.02089e-21	4.61503e-25	11.93
L0057	ncsl2_h2-0.005_rg1	3	high	2	1	[2]	2	1	True	2.0	0.336279	0.1736291	0.652742	1.0	1.0	True		6.53539e-29	4.19417e-81	1.67029e-12	2.09666e-09	1.3699300000000002e-34	4.39952e-08	15.43
L0057	ncsl2_h2-0.005_rg1	4	high	2	2	[1, 3]	4	2	True	1.0	1.0	0.8622704999999999	1.0	0.9986295	0.997259	True		1.72236e-25	8.449740000000001e-23	9.82815e-11	0.000966218	2.15197e-13	8.377720000000001e-24	13.37
L0057	ncsl2_h2-0.005_rg1	5	high	2	2	[1, 2]	3	2	True	1.0	0.957302	0.78394	0.957302	0.9776495	0.955299	True		6.44338e-34	1.295e-75	4.31787e-10	0.00130188	1.65701e-12	1.51308e-30	13.69
L0057	ncsl2_h2-0.005_rg1	6	high	2	1	[1]	1	1	True	1.0	0.999144	0.499572	0.999144	1.0	1.0	True		6.004050000000001e-63	1.9196499999999997e-58	2.85376e-09	8.76617e-06	1.56043e-23	1.54401e-34	11.92
L0057	ncsl2_h2-0.005_rg1	7	high	2	2	[1, 9]	10	2	True	1.0	1.0	0.5979099999999999	1.0	0.996406	0.992812	True		3.04635e-36	2.5578899999999997e-38	1.05623e-08	2.04675e-05	2.93784e-25	4.44815e-16	35.26
L0057	ncsl2_h2-0.005_rg1	8	high	2	2	[1, 2]	3	2	True	1.0	1.0	0.957655	1.0	1.0	1.0	True		1.51058e-05	2.9089899999999996e-51	1.35762e-11	0.00166856	0.000729797	1.6297100000000002e-18	19.22
L0057	ncsl2_h2-0.005_rg1	9	high	2	3	[1, 1, 2]	4	2	True	1.0	1.0	0.9997685	1.0	0.997622	0.992866	True		8.05175e-54	1.92414e-19	1.53752e-11	0.00342633	1.52281e-20	1.6668400000000004e-29	21.72
L0057	ncsl3_h2-0.0005_rg1	0	high	3	0	[]	0	0	False							False		0.00231684	0.000100518	1.66815e-05	0.00139744	0.00644786	4.03231e-05	15.52
L0057	ncsl3_h2-0.0005_rg1	1	high	3	2	[5, 54]	59	2	True	5.0	0.449077	0.1550046667545036	0.449077	0.948232	0.947505	True		2.03924e-05	4.65587e-07	0.00175369	0.000774453	3.23869e-06	0.000429185	18.93
L0057	ncsl3_h2-0.0005_rg1	2	high	3	1	[3]	3	1	True	3.0	0.847925	0.2826416666684447	0.847925	0.9427	0.9427	True		3.90854e-07	1.31471e-06	0.00303167	0.00184045	0.00169394	0.000114758	11.96
L0057	ncsl3_h2-0.0005_rg1	3	high	3	1	[1]	1	1	True	1.0	0.99998	0.3333266743308532	0.99998	1.0	1.0	True		2.45724e-05	0.000479106	7.32635e-05	0.00140276	8.44373e-06	0.000315961	8.75
L0057	ncsl3_h2-0.0005_rg1	4	high	3	1	[24]	24	1	True	24.0	0.0967301	0.0322433666666666	0.25596	0.968197	0.968197	True		0.00211801	1.3953e-12	0.00380692	0.000586166	0.0031128	1.92214e-05	27.46
L0057	ncsl3_h2-0.0005_rg1	5	high	3	1	[9]	9	1	True	9.0	0.0149388	0.0049796000000019	0.703306	0.926879	0.926879	True		9.22396e-05	8.03133e-09	0.00174394	0.000447688	9.9189e-05	1.56459e-06	27.12
L0057	ncsl3_h2-0.0005_rg1	6	high	3	1	[2]	2	1	True	2.0	0.92719	0.3090633333333333	0.92719	0.991749	0.991749	True		8.59861e-11	2.60077e-08	0.00677001	0.000470887	0.00329031	3.71309e-05	8.54
L0057	ncsl3_h2-0.0005_rg1	7	high	3	1	[2]	2	1	True	2.0	0.929151	0.3097170007013293	0.929151	0.977138	0.977138	True		2.9113e-07	0.000322357	0.000572356	0.00415605	0.000558083	0.000482639	30.92
L0057	ncsl3_h2-0.0005_rg1	8	high	3	1	[5]	5	1	True	5.0	0.250558	0.0835193333333361	0.419255	0.981076	0.981076	True		6.40805e-05	8.96936e-08	0.000978812	0.00202951	0.000876779	4.49034e-07	19.89
L0057	ncsl3_h2-0.0005_rg1	9	high	3	0	[]	0	0	False							False		0.00428087	0.000181255	0.00153348	0.00270094	0.000156317	0.000100892	13.95
L0057	ncsl3_h2-0.001_rg0.5	0	high	3	2	[6, 30]	36	2	True	6.0	0.258122	0.0942149666869008	0.273066	0.9657125	0.941981	True		0.000389706	5.80782e-12	9.57692e-05	0.00297401	0.000940571	3.19598e-08	8.83
L0057	ncsl3_h2-0.001_rg0.5	1	high	3	2	[5, 9]	14	2	True	5.0	0.273572	0.1462076668326023	0.293258	0.882723	0.842948	True		0.000162716	2.4613e-07	7.75056e-06	0.000666447	0.000159026	0.00103812	12.85
L0057	ncsl3_h2-0.001_rg0.5	2	high	3	1	[15]	15	1	True	15.0	0.111909	0.0373029999999999	0.185832	0.969361	0.969361	True		5.59803e-07	2.46068e-17	0.000371415	0.00151293	8.78575e-07	0.00034194	14.39
L0057	ncsl3_h2-0.001_rg0.5	3	high	3	2	[1, 20]	21	2	True	1.0	0.994072	0.4880016687759099	0.994072	0.924136	0.848272	True		0.000754203	5.50374e-08	0.000693669	0.00111761	1.37485e-06	1.07743e-05	11.67
L0057	ncsl3_h2-0.001_rg0.5	4	high	3	1	[6]	6	1	True	6.0	0.246582	0.082194	0.252329	0.994258	0.994258	True		3.64129e-10	1.03649e-05	2.16296e-05	0.00026163	7.97838e-16	2.31032e-05	39.24
L0057	ncsl3_h2-0.001_rg0.5	5	high	3	2	[40, 58]	98	2	True	40.0	0.0405791	0.02144876901181	0.142013	0.921755	0.888756	True		1.12678e-06	8.13244e-13	6.32067e-05	0.000793647	4.1072e-06	0.000613129	18.19
L0057	ncsl3_h2-0.001_rg0.5	6	high	3	2	[1, 7]	8	2	True	1.0	0.999998	0.6027703528881667	0.999998	0.8334095	0.666819	True		0.00332203	2.62126e-10	0.0030072	0.00128618	0.00172709	1.35362e-06	11.37
L0057	ncsl3_h2-0.001_rg0.5	7	high	3	3	[3, 5, 11]	19	3	True	3.0	0.134003	0.1067004666666666	0.650792	0.9373633333333332	0.901251	True		2.1782e-06	1.58927e-06	0.00539632	7.874e-07	5.76278e-11	0.000462898	10.3
L0057	ncsl3_h2-0.001_rg0.5	8	high	3	3	[5, 11, 90]	106	3	True	5.0	0.35509	0.2166677	0.35509	0.919149	0.778691	True		5.33681e-08	3.55117e-08	0.000172858	0.00284611	0.000383419	6.51612e-05	8.81
L0057	ncsl3_h2-0.001_rg0.5	9	high	3	1	[1]	1	1	True	1.0	1.0	0.3333333333333415	1.0	1.0	1.0	True		3.22493e-05	2.88277e-07	0.00204467	0.00128863	0.000102534	0.000385533	17.82
L0057	ncsl3_h2-0.001_rg0.7	0	high	3	1	[11]	11	1	True	11.0	0.189374	0.0631246951960333	0.189374	0.98762	0.98762	True		0.000985703	5.73513e-16	2.84825e-05	4.15522e-05	1.23686e-08	0.000144134	11.0
L0057	ncsl3_h2-0.001_rg0.7	1	high	3	1	[28]	28	1	True	28.0	0.091083	0.0303610000046733	0.271902	0.954004	0.954004	True		4.56566e-05	0.000127514	0.000410384	0.000544126	0.000684985	2.03454e-07	11.04
L0057	ncsl3_h2-0.001_rg0.7	2	high	3	1	[1]	1	1	True	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	True		0.000546421	9.03217e-16	0.00119041	7.79701e-05	0.000981519	2.17453e-05	9.27
L0057	ncsl3_h2-0.001_rg0.7	3	high	3	1	[22]	22	1	True	22.0	0.0475627	0.0158542333333333	0.061435	1.0	1.0	True		7.7951e-09	3.69468e-12	1.12278e-05	0.00422157	0.00250783	3.46322e-05	10.96
L0057	ncsl3_h2-0.001_rg0.7	4	high	3	2	[5, 6]	11	2	True	5.0	0.275947	0.1210132581653999	0.435163	0.9358215	0.908876	True		0.000540784	3.72405e-14	0.000896043	0.00490413	0.000113902	5.89328e-06	12.0
L0057	ncsl3_h2-0.001_rg0.7	5	high	3	2	[4, 41]	45	2	True	4.0	0.176862	0.0620147833835743	0.326574	0.9596985	0.9219	True		0.00522182	2.52116e-13	9.9987e-05	0.000126706	0.000863214	9.72021e-05	13.3
L0057	ncsl3_h2-0.001_rg0.7	6	high	3	2	[1, 6]	7	2	True	1.0	1.0	0.4618243584833333	1.0	0.974047	0.948094	True		0.00043711	1.2448e-10	0.0061023	0.00106382	2.9497e-07	0.000372041	9.37
L0057	ncsl3_h2-0.001_rg0.7	7	high	3	2	[1, 3]	4	2	True	1.0	1.0	0.588765333333383	1.0	0.997914	0.995828	True		2.78379e-06	4.46507e-07	0.00018793	9.42012e-05	5.40871e-06	5.66003e-07	7.9
L0057	ncsl3_h2-0.001_rg0.7	8	high	3	1	[7]	7	1	True	7.0	0.214258	0.0714193333333333	0.214258	0.960697	0.960697	True		5.19467e-06	2.45875e-11	0.00520943	0.00557938	1.91893e-05	0.000295591	11.51
L0057	ncsl3_h2-0.001_rg0.7	9	high	3	3	[1, 1, 13]	15	3	True	1.0	1.0	0.7227846666666666	1.0	0.924183	0.772549	True		4.73503e-08	4.30213e-09	0.00218475	4.62432e-05	6.71705e-08	1.70201e-05	10.22
L0057	ncsl3_h2-0.001_rg1	0	high	3	1	[3]	3	1	True	3.0	0.547906	0.1826353333333333	0.547906	0.991248	0.991248	True		8.03659e-09	3.70302e-08	0.000301254	0.000380523	4.83174e-08	9.73048e-05	19.76
L0057	ncsl3_h2-0.001_rg1	1	high	3	1	[1]	1	1	True	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	True		8.35744e-09	2.93823e-13	0.000188389	0.00347523	4.52704e-05	2.00134e-06	16.45
L0057	ncsl3_h2-0.001_rg1	2	high	3	2	[5, 13]	18	2	True	5.0	0.390685	0.196215	0.475575	0.9203025	0.865574	True		1.11935e-07	3.75101e-08	0.000116451	0.00174556	2.21439e-07	0.000202025	17.85
L0057	ncsl3_h2-0.001_rg1	3	high	3	2	[1, 2]	3	2	True	1.0	0.999272	0.5878333333504091	0.999272	0.9900035	0.980007	True		1.72273e-07	1.10599e-08	0.0022066	0.000193341	0.000700026	1.05474e-05	10.19
L0057	ncsl3_h2-0.001_rg1	4	high	3	1	[22]	22	1	True	22.0	0.0503387	0.0167795666666666	0.0565309	1.0	1.0	True		2.59381e-08	4.08295e-12	0.00232213	0.0021012	6.18324e-05	5.7137e-06	8.95
L0057	ncsl3_h2-0.001_rg1	5	high	3	2	[1, 6]	7	2	True	1.0	0.997928	0.3811123333676167	0.997928	0.948915	0.89783	True		2.6937e-09	3.90691e-08	9.14992e-05	0.00145303	0.00380214	4.92045e-09	8.83
L0057	ncsl3_h2-0.001_rg1	6	high	3	1	[10]	10	1	True	10.0	0.208255	0.0694183333333333	0.276232	0.942343	0.942343	True		7.63571e-09	2.64157e-05	0.00105147	0.000570739	3.80216e-05	1.33496e-06	19.95
L0057	ncsl3_h2-0.001_rg1	7	high	3	2	[17, 26]	43	2	True	17.0	0.106104	0.051076988614	0.180198	0.8981685	0.871392	True		3.49157e-09	2.19025e-06	0.000939172	0.00319206	0.000656284	1.03188e-06	14.47
L0057	ncsl3_h2-0.001_rg1	8	high	3	1	[3]	3	1	True	3.0	0.226165	0.0753883333333333	0.534125	1.0	1.0	True		8.2293e-12	3.57816e-13	0.000162432	0.00425736	1.92975e-07	6.20808e-05	11.55
L0057	ncsl3_h2-0.001_rg1	9	high	3	2	[8, 31]	39	1	True	31.0	0.0307154	0.01197248611	0.471556	0.756973	0.513946	True		1.51917e-10	2.26007e-13	0.000581077	0.000665883	0.001646	2.30798e-08	13.25
L0057	ncsl3_h2-0.005_rg1	0	high	3	2	[1, 1]	2	2	True	1.0	1.0	0.6666663333333332	1.0	1.0	1.0	True		6.98815e-48	1.66409e-22	3.35544e-08	1.47407e-05	9.88016e-09	1.52212e-18	13.07
L0057	ncsl3_h2-0.005_rg1	1	high	3	1	[1]	1	1	True	1.0	1.0	0.3333333333333333	1.0	1.0	1.0	True		5.81306e-19	1.22974e-38	5.369e-07	0.00184997	2.58957e-13	3.22839e-28	30.26
L0057	ncsl3_h2-0.005_rg1	2	high	3	3	[1, 2, 2]	5	3	True	1.0	1.0	0.8118066666666667	1.0	0.9999866666666666	0.99996	True		2.95119e-28	3.82635e-25	4.07878e-05	0.00132279	1.52517e-23	3.84325e-19	33.65
L0057	ncsl3_h2-0.005_rg1	3	high	3	3	[1, 2, 4]	7	3	True	1.0	0.958538	0.73827	0.958538	0.996983	0.991679	True		2.92524e-13	4.82897e-68	0.00113157	0.00208129	4.87162e-25	8.83647e-16	16.4
L0057	ncsl3_h2-0.005_rg1	4	high	3	2	[1, 1]	2	2	True	1.0	0.999963	0.6609303333333334	0.999963	1.0	1.0	True		1.4813199999999999e-49	2.18643e-23	5.44162e-06	0.000601451	7.15715e-18	4.98913e-26	15.1
L0057	ncsl3_h2-0.005_rg1	5	high	3	3	[1, 3, 7]	11	3	True	1.0	1.0	0.3953590666666666	1.0	0.9922703333333334	0.98161	True		3.30402e-22	5.7363e-30	6.7922e-06	0.00117749	7.29116e-13	8.655630000000001e-23	10.1
L0057	ncsl3_h2-0.005_rg1	6	high	3	2	[3, 6]	9	2	True	3.0	0.324726	0.1851596666666667	0.368461	0.9909345	0.981869	True		5.97039e-32	1.43512e-49	3.92475e-10	4.84368e-05	2.34742e-19	1.11805e-15	10.08
L0057	ncsl3_h2-0.005_rg1	7	high	3	2	[1, 9]	10	2	True	1.0	1.0	0.4052703333333496	1.0	0.9845645	0.969129	True		7.34538e-50	1.47771e-13	6.62723e-10	0.00265743	5.04908e-14	1.47975e-30	35.08
L0057	ncsl3_h2-0.005_rg1	8	high	3	2	[2, 11]	13	2	True	2.0	0.874877	0.3067825	0.874877	0.9905975	0.982265	True		1.22624e-41	1.28389e-36	9.06254e-10	3.77008e-06	5.67453e-13	3.529630000000001e-29	24.35
L0057	ncsl3_h2-0.005_rg1	9	high	3	2	[5, 11]	16	2	True	5.0	0.799143	0.3664383333333333	0.799143	0.9718045	0.96149	True		3.60924e-33	2.37285e-48	6.14006e-11	0.000531969	4.84335e-22	4.59444e-21	19.54
L0058	ncsl1_h2-0.0005_rg1	0	medium	1	1	[3]	3	1	True	3.0	0.75617	0.75617	0.75617	0.992116	0.992116	True		0.00014166	3.03467e-06	0.000715238	0.000223057	0.000314925	3.71534e-05	44.65
L0058	ncsl1_h2-0.0005_rg1	1	medium	1	1	[8]	8	1	True	8.0	0.153685	0.153685	0.239721	0.983274	0.983274	True		1.7473e-06	3.15825e-08	0.000407441	0.000396351	0.000107197	1.03618e-05	44.01
L0058	ncsl1_h2-0.0005_rg1	2	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.11935e-06	1.3102e-05	0.00106793	0.000701088	2.3241e-06	0.000100689	44.57
L0058	ncsl1_h2-0.0005_rg1	3	medium	1	0	[]	0	0	False							False		0.000557867	4.37194e-05	0.000291158	0.000682936	9.62368e-05	3.04706e-05	29.89
L0058	ncsl1_h2-0.0005_rg1	4	medium	1	1	[7]	7	1	True	7.0	0.0295203	0.0295203	0.253639	0.978008	0.978008	True		6.18535e-10	2.04753e-07	4.56249e-05	0.000120539	0.000909367	0.000341095	34.66
L0058	ncsl1_h2-0.0005_rg1	5	medium	1	1	[41]	41	1	True	41.0	0.0171706	0.0171706	0.0741934	0.968468	0.968468	True		0.000366175	1.56607e-11	8.70924e-05	7.42363e-06	1.12827e-06	2.89411e-05	39.09
L0058	ncsl1_h2-0.0005_rg1	6	medium	1	1	[10]	10	1	True	10.0	0.462788	0.462788	0.462788	0.957977	0.957977	True		2.48925e-08	0.000517594	0.000571657	0.000306201	0.000189027	8.28728e-07	53.66
L0058	ncsl1_h2-0.0005_rg1	7	medium	1	1	[44]	44	1	True	44.0	0.153354	0.153354	0.153354	0.961571	0.961571	True		6.30045e-05	2.41987e-06	0.000130265	0.00134936	5.17772e-06	0.000283753	70.29
L0058	ncsl1_h2-0.0005_rg1	8	medium	1	1	[3]	3	0	False		6.68774e-08	6.68774e-08	0.467254	0.899583	0.899583	True		8.16647e-07	0.000170056	0.00110474	0.00109542	0.00109068	0.000405653	29.29
L0058	ncsl1_h2-0.0005_rg1	9	medium	1	1	[27]	27	1	True	27.0	0.0409246	0.0409246	0.0807554	0.953797	0.953797	True		1.3208e-06	0.00247495	0.0024873	0.000189509	0.000528191	5.3708e-05	34.52
L0058	ncsl1_h2-0.001_rg0.5	0	medium	1	1	[3]	3	1	True	3.0	0.775863	0.775863	0.775863	0.982935	0.982935	True		5.55643e-05	1.59416e-10	0.000539426	0.000820462	2.66784e-10	0.000374757	28.46
L0058	ncsl1_h2-0.001_rg0.5	1	medium	1	1	[1]	1	1	True	1.0	0.999769	0.999769	0.999769	1.0	1.0	True		4.90298e-07	1.29896e-18	0.000247454	0.000552128	0.00180184	2.95419e-11	34.35
L0058	ncsl1_h2-0.001_rg0.5	2	medium	1	2	[7, 11]	18	1	True	7.0	0.313665	0.313665	0.422794	0.9694035	0.950358	True		4.46423e-06	1.02938e-05	0.000102385	0.000204656	8.06982e-05	5.65262e-07	58.78
L0058	ncsl1_h2-0.001_rg0.5	3	medium	1	1	[69]	69	1	True	69.0	0.0172316	0.0172316	0.0214583	0.98802	0.98802	True		0.00208284	6.394840000000001e-18	0.00155322	0.00159043	0.00224896	0.000174026	33.11
L0058	ncsl1_h2-0.001_rg0.5	4	medium	1	1	[2]	2	1	True	2.0	0.583239	0.583239	0.583239	0.99964	0.99964	True		0.0010485	6.54295e-11	0.00053324	0.000288942	0.000259516	0.000256581	23.37
L0058	ncsl1_h2-0.001_rg0.5	5	medium	1	1	[1]	1	1	True	1.0	0.996106	0.996106	0.996106	1.0	1.0	True		8.5868e-08	4.867e-05	3.20834e-05	0.00169002	0.00127918	0.000814778	49.08
L0058	ncsl1_h2-0.001_rg0.5	6	medium	1	1	[27]	27	1	True	27.0	0.0602787	0.0602787	0.128905	0.986103	0.986103	True		6.8884e-09	7.25899e-14	0.000835968	1.69245e-05	3.71233e-07	0.000141	74.07
L0058	ncsl1_h2-0.001_rg0.5	7	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		2.25192e-13	1.24557e-17	1.4032e-05	0.000181856	0.000694125	1.41442e-07	28.88
L0058	ncsl1_h2-0.001_rg0.5	8	medium	1	1	[19]	19	1	True	19.0	0.0763304	0.0763304	0.183915	0.891624	0.891624	True		0.000347509	0.000390788	3.40395e-05	0.000716092	0.00132855	9.50228e-08	43.56
L0058	ncsl1_h2-0.001_rg0.5	9	medium	1	1	[1]	1	1	True	1.0	0.995167	0.995167	0.995167	1.0	1.0	True		0.000713038	2.69079e-19	2.6368e-05	2.45256e-05	4.81064e-09	0.000201009	38.81
L0058	ncsl1_h2-0.001_rg0.7	0	medium	1	1	[63]	63	1	True	63.0	0.0334243	0.0334243	0.0914228	0.988534	0.988534	True		3.19439e-05	1.55554e-21	3.70839e-06	0.00401047	1.28204e-10	0.000906424	37.94
L0058	ncsl1_h2-0.001_rg0.7	1	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.60724e-06	1.4037e-14	3.86506e-05	1.90925e-06	0.000313557	4.32501e-08	33.97
L0058	ncsl1_h2-0.001_rg0.7	2	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		5.79544e-05	4.81453e-14	0.00121572	0.00158014	7.78462e-08	1.33308e-10	28.04
L0058	ncsl1_h2-0.001_rg0.7	3	medium	1	1	[5]	5	1	True	5.0	0.0895158	0.0895158	0.304378	0.991013	0.991013	True		4.31129e-08	0.000574387	0.000172724	0.000396132	3.24166e-10	0.00043745	62.35
L0058	ncsl1_h2-0.001_rg0.7	4	medium	1	1	[15]	15	1	True	15.0	0.245286	0.245286	0.245286	0.926074	0.926074	True		5.28677e-09	0.000377304	5.78019e-06	0.00127924	0.000462136	0.000180464	57.62
L0058	ncsl1_h2-0.001_rg0.7	5	medium	1	1	[23]	23	1	True	23.0	0.0479268	0.0479268	0.110409	0.976627	0.976627	True		0.000778895	4.74113e-16	8.55919e-05	0.000150491	0.000102664	3.95117e-06	47.16
L0058	ncsl1_h2-0.001_rg0.7	6	medium	1	1	[88]	88	1	True	88.0	0.00893145	0.00893145	0.0325385	0.973109	0.973109	True		0.000919345	2.48355e-08	0.000225425	2.62792e-05	0.000716162	2.82518e-08	43.22
L0058	ncsl1_h2-0.001_rg0.7	7	medium	1	1	[18]	18	1	True	18.0	0.0379544	0.0379544	0.149798	0.997051	0.997051	True		2.18436e-08	3.96738e-17	0.00237818	0.000458099	1.22493e-05	1.53506e-14	57.36
L0058	ncsl1_h2-0.001_rg0.7	8	medium	1	1	[5]	5	1	True	5.0	0.190038	0.190038	0.331237	0.980085	0.980085	True		0.000214321	0.000645868	3.16109e-05	0.000459549	1.99103e-06	3.66083e-06	57.5
L0058	ncsl1_h2-0.001_rg0.7	9	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		0.00171338	1.47559e-21	0.000882235	0.00153135	0.000818018	0.000490364	85.05
L0058	ncsl1_h2-0.001_rg1	0	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		0.00109644	0.000106174	0.000452617	4.63103e-05	1.27029e-06	3.62126e-07	40.17
L0058	ncsl1_h2-0.001_rg1	1	medium	1	1	[4]	4	1	True	4.0	0.22394	0.22394	0.599876	0.976481	0.976481	True		2.24691e-06	4.51703e-14	0.000325618	0.00105842	1.35643e-05	3.76759e-06	39.49
L0058	ncsl1_h2-0.001_rg1	2	medium	1	1	[5]	5	1	True	5.0	0.0812417	0.0812417	0.73266	0.983004	0.983004	True		4.10733e-11	2.09519e-15	0.000168921	0.000123501	1.09731e-05	0.000364346	49.55
L0058	ncsl1_h2-0.001_rg1	3	medium	1	1	[3]	3	1	True	3.0	0.632547	0.632547	0.632547	1.0	1.0	True		0.00191317	3.21575e-15	0.00148749	0.000513864	0.000589764	3.09985e-07	34.18
L0058	ncsl1_h2-0.001_rg1	4	medium	1	1	[22]	22	1	True	22.0	0.0779851	0.0779851	0.135872	0.992125	0.992125	True		1.76532e-16	1.31308e-15	5.69373e-05	0.000909029	1.64163e-06	5.16643e-05	29.19
L0058	ncsl1_h2-0.001_rg1	5	medium	1	1	[2]	2	1	True	2.0	0.752712	0.752712	0.752712	0.995602	0.995602	True		1.61009e-18	1.0154e-06	9.64327e-05	0.00586328	7.93825e-05	5.53551e-09	58.75
L0058	ncsl1_h2-0.001_rg1	6	medium	1	1	[6]	6	1	True	6.0	0.186312	0.186312	0.284325	0.989855	0.989855	True		3.44557e-07	1.68365e-19	0.00168055	0.000122518	3.79433e-06	1.39984e-07	34.01
L0058	ncsl1_h2-0.001_rg1	7	medium	1	1	[3]	3	1	True	3.0	0.793999	0.793999	0.793999	0.959387	0.959387	True		0.000357566	1.17192e-21	0.000836608	0.0027241	3.12029e-13	7.60949e-05	39.14
L0058	ncsl1_h2-0.001_rg1	8	medium	1	1	[1]	1	1	True	1.0	0.995099	0.995099	0.995099	1.0	1.0	True		5.66357e-11	2.61017e-11	1.95576e-05	1.38821e-05	0.000146568	1.03321e-07	34.42
L0058	ncsl1_h2-0.001_rg1	9	medium	1	1	[1]	1	1	True	1.0	0.981324	0.981324	0.981324	1.0	1.0	True		3.23189e-13	1.25894e-06	0.00230935	0.000455689	6.7053e-09	5.56816e-11	44.68
L0058	ncsl1_h2-0.005_rg1	0	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		4.7479e-81	9.787439999999999e-39	2.42439e-07	6.30191e-06	1.34937e-05	5.3766500000000006e-34	68.58
L0058	ncsl1_h2-0.005_rg1	1	medium	1	1	[9]	9	1	True	9.0	0.0623483	0.0623483	0.279164	1.0	1.0	True		3.18157e-05	1.0625000000000001e-86	9.41645e-05	2.81819e-21	7.80446e-20	4.90145e-15	38.87
L0058	ncsl1_h2-0.005_rg1	2	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.00907e-42	1.23137e-59	4.17247e-14	0.000230578	2.07245e-26	1.05209e-27	43.61
L0058	ncsl1_h2-0.005_rg1	3	medium	1	1	[6]	6	1	True	6.0	0.294619	0.294619	0.345175	0.996491	0.996491	True		1.6339500000000002e-40	2.2964299999999997e-21	1.3496e-08	0.00217195	6.33111e-13	6.683769999999999e-31	58.9
L0058	ncsl1_h2-0.005_rg1	4	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		6.54559e-34	1.25151e-63	9.98143e-08	1.40371e-06	3.14964e-19	3.8122799999999994e-37	64.45
L0058	ncsl1_h2-0.005_rg1	5	medium	1	1	[1]	1	1	True	1.0	0.997615	0.997615	0.997615	1.0	1.0	True		1.4531100000000001e-24	8.146940000000001e-54	1.7598e-08	2.24575e-09	1.28988e-29	9.20285e-19	58.65
L0058	ncsl1_h2-0.005_rg1	6	medium	1	1	[1]	1	1	True	1.0	1.0	1.0	1.0	1.0	1.0	True		1.1004300000000001e-23	1.37613e-72	7.16556e-08	0.000863983	1.39237e-27	1.14914e-18	39.11
L0058	ncsl1_h2-0.005_rg1	7	medium	1	1	[2]	2	1	True	2.0	0.909867	0.909867	0.909867	0.997314	0.997314	True		1.93672e-38	1.72882e-67	7.08341e-08	9.68252e-08	6.76929e-24	1.46132e-30	68.43
L0058	ncsl1_h2-0.005_rg1	8	medium	1	1	[6]	6	1	True	6.0	0.0774574	0.0774574	0.468048	0.997194	0.997194	True		4.28224e-05	2.25986e-80	2.79651e-22	0.00107046	5.21134e-29	9.689e-14	89.26
